purpose,gender,age,income,household,children,edu,occupation,ncars,scenario,choice,TT1,C1,WT1,TT2,C2,WT2,TT3,C3,WT3,TT4,C4,WT4,TT5,C5,WT5,choice_rainy,id_panel
1,1,4,1,4,1,1,5,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,505
1,1,1,1,4,3,3,6,3,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,506
3,2,6,1,4,1,6,5,0,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,507
1,2,1,1,4,3,3,1,1,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,508
1,2,1,2,1,0,2,1,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,509
3,2,5,1,2,0,6,4,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,510
1,1,2,2,2,0,3,1,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,511
1,1,1,1,4,2,3,6,0,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,512
2,2,2,2,2,0,4,1,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,513
2,1,5,2,4,2,4,2,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,514
1,2,1,2,4,3,1,2,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,515
1,2,1,1,4,0,3,6,2,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,516
2,1,1,2,4,0,3,6,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,517
3,2,3,1,4,3,1,2,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,518
1,1,2,2,1,0,3,1,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,519
1,2,2,2,4,2,3,2,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,520
1,1,2,1,2,0,2,2,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,521
1,1,1,1,2,0,1,6,0,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,522
2,1,3,1,1,0,3,2,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,523
1,1,2,2,1,0,3,2,0,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,524
1,1,5,2,3,1,3,1,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,525
1,1,4,2,3,1,1,2,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,526
1,1,2,2,4,1,3,2,0,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,527
3,2,5,1,2,0,1,4,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,528
2,2,4,2,2,0,1,1,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,529
1,1,1,1,2,0,2,3,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,530
1,2,5,2,3,0,3,1,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,531
1,2,3,2,3,1,4,3,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,532
1,1,4,2,2,0,2,3,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,533
1,2,2,2,2,0,3,2,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,534
2,1,1,1,3,0,1,6,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,535
1,1,5,3,2,0,2,3,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,536
1,1,4,2,1,0,1,3,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,537
1,2,2,2,2,0,3,2,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,538
2,2,5,2,2,0,3,1,2,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,539
2,1,2,1,3,0,3,4,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,540
1,1,4,2,3,1,3,1,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,541
1,1,5,3,3,0,2,3,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,542
1,1,3,2,4,2,4,2,2,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,543
1,1,3,3,1,0,4,2,1,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,544
1,2,1,1,4,1,1,4,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,545
1,2,1,2,4,1,1,4,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,546
1,2,1,1,4,0,1,6,2,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,547
1,2,1,1,4,0,1,6,2,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,548
1,1,1,1,2,0,1,6,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,549
1,1,1,1,4,0,1,6,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,550
1,2,5,1,4,3,1,2,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,551
1,2,1,1,4,0,3,6,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,552
1,1,2,1,4,2,3,4,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,553
1,1,3,3,4,2,4,2,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,554
2,2,2,1,4,1,1,6,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,555
1,2,2,1,4,0,1,6,1,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,556
4,1,1,1,1,2,1,4,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,557
1,2,3,2,4,2,4,2,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,558
1,1,4,1,3,1,2,3,2,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,559
1,1,2,2,2,0,3,1,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,560
1,2,3,1,2,0,3,2,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,561
4,2,5,1,2,0,2,5,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,562
1,1,1,1,1,0,1,6,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,563
1,1,2,2,2,0,4,1,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,564
1,2,1,2,1,0,3,1,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,565
1,2,1,1,3,1,1,6,2,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,566
1,2,4,3,4,2,3,2,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,567
1,1,5,3,4,3,4,2,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,568
2,2,6,3,3,0,3,5,3,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,569
1,2,2,1,4,0,4,2,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,570
1,1,4,3,3,1,4,2,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,571
1,1,5,3,4,0,3,1,2,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,572
1,2,4,3,2,0,5,3,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,573
1,1,1,1,4,0,1,6,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,574
2,2,1,2,4,1,1,6,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,575
1,1,3,3,3,1,4,2,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,576
1,2,3,3,4,2,3,2,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,577
1,2,4,2,2,0,2,2,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,578
1,2,3,2,1,0,3,1,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,579
2,2,3,2,2,0,1,3,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,580
2,2,2,1,4,1,4,2,2,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,581
1,2,3,2,4,2,3,2,2,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,582
1,1,4,3,4,3,5,1,2,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,583
1,1,2,2,2,0,2,2,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,584
1,1,4,3,4,2,4,2,2,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,585
1,1,5,3,2,0,3,5,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,586
1,2,3,3,4,2,3,2,1,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,587
1,1,4,2,2,0,3,3,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,588
1,1,4,3,4,0,2,2,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,589
1,1,4,3,4,2,2,2,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,590
1,2,4,3,2,0,2,3,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,591
1,2,3,2,4,3,3,1,2,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,592
1,2,1,1,1,1,1,6,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,593
1,2,1,1,1,1,1,6,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,594
1,2,2,2,2,0,4,1,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,595
1,1,4,2,1,0,3,1,1,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,596
1,1,1,1,1,1,1,6,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,597
1,2,1,2,4,2,1,6,1,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,598
4,1,1,1,4,3,5,2,2,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,599
2,2,2,2,3,1,4,3,3,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,600
3,2,3,1,3,1,5,5,2,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,601
1,1,5,2,3,1,3,2,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,602
1,2,4,1,3,1,1,2,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,603
1,1,4,2,3,1,1,2,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,604
1,2,4,1,3,1,1,2,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,605
1,1,3,2,4,2,3,3,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,606
1,2,3,3,4,2,4,2,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,607
1,1,3,2,4,2,3,3,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,608
4,1,1,3,2,2,1,2,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,609
1,2,1,2,4,3,1,6,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,610
1,2,1,1,4,3,1,6,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,611
1,2,1,1,4,0,3,4,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,612
1,2,2,2,1,0,3,2,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,613
1,1,5,2,4,2,4,2,1,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,614
1,1,4,2,4,2,3,2,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,615
1,2,1,1,4,0,3,6,2,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,616
1,2,5,2,1,0,3,1,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,617
1,1,5,2,4,2,3,3,3,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,618
3,2,5,3,4,2,4,1,2,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,619
2,2,1,1,3,2,1,4,0,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,620
3,1,5,3,3,0,4,2,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,621
1,1,1,2,3,1,1,4,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,622
1,1,1,1,4,2,1,6,0,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,623
5,2,5,2,4,2,4,3,1,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,624
3,1,5,2,3,1,3,5,1,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,625
1,1,2,1,4,0,4,2,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,626
1,1,5,2,4,2,1,1,0,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,627
1,1,5,1,3,1,4,4,0,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,628
1,2,2,1,2,1,4,1,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,629
1,1,2,3,2,0,3,3,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,630
2,2,5,2,2,0,3,3,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,631
1,2,4,1,3,1,1,2,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,632
1,1,4,2,4,2,1,2,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,633
1,2,5,2,3,1,3,1,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,634
1,1,4,2,4,2,3,2,2,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,635
1,1,3,2,4,2,3,3,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,636
1,1,3,2,3,1,3,2,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,637
1,2,2,2,4,2,4,3,2,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,638
1,1,4,2,4,2,4,2,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,639
1,2,3,2,3,2,3,1,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,640
4,2,3,2,4,2,3,2,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,641
1,2,5,2,4,2,3,1,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,642
1,1,3,2,4,2,3,2,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,643
1,1,4,3,4,0,3,2,4,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,644
1,1,4,3,4,2,3,3,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,645
1,1,3,3,4,3,4,1,3,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,646
1,1,4,3,3,0,2,2,3,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,647
1,2,2,2,3,0,3,2,3,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,648
1,2,3,3,3,1,4,2,3,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,649
1,1,4,2,3,1,1,2,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,650
1,2,4,3,2,0,3,1,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,651
1,2,4,3,4,0,4,3,4,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,652
1,2,2,2,4,0,2,2,4,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,653
1,1,3,2,4,2,3,2,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,654
1,1,4,3,4,0,3,2,4,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,655
1,1,4,3,4,2,3,3,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,656
1,1,3,3,4,3,4,1,3,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,657
1,1,4,3,3,0,2,2,3,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,658
1,2,2,2,3,0,3,2,3,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,659
1,2,3,3,3,1,4,2,3,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,660
1,2,4,3,2,0,3,1,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,661
1,2,4,3,4,0,4,3,4,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,662
1,2,2,2,4,0,2,2,4,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,663
1,2,2,2,3,0,3,2,3,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,664
1,2,3,3,3,1,4,2,3,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,665
1,2,4,3,2,0,3,1,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,666
1,2,4,3,4,0,4,3,4,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,667
1,2,2,2,4,0,2,2,4,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,668
1,2,3,3,4,2,2,2,2,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,669
2,2,5,3,4,0,4,2,4,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,670
1,1,4,3,4,2,3,3,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,671
1,1,4,3,2,0,4,1,2,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,672
1,2,2,2,3,0,3,2,3,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,673
2,1,3,3,3,1,3,1,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,674
3,2,4,2,4,2,3,2,1,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,675
1,1,4,2,4,2,1,2,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,676
3,2,2,2,3,1,3,1,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,677
1,2,4,1,4,2,2,2,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,678
1,2,1,1,4,2,2,2,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,679
1,1,5,2,4,3,1,3,2,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,680
1,2,4,2,3,1,3,3,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,681
1,2,4,2,4,2,1,3,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,682
1,2,4,1,3,1,1,3,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,683
1,2,4,2,3,1,1,3,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,684
1,2,4,2,4,2,3,1,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,685
4,1,2,1,4,3,3,4,0,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,686
1,2,4,2,4,3,3,1,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,687
1,2,5,2,2,2,3,1,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,688
1,1,5,2,2,0,3,1,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,689
1,2,1,1,4,3,3,4,2,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,690
1,1,2,2,2,0,3,2,2,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,691
1,2,1,1,2,0,3,2,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,692
3,2,5,2,3,1,1,5,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,693
1,1,4,1,1,0,1,3,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,694
1,1,6,2,4,3,4,5,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,695
1,2,4,2,4,3,3,1,2,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,696
1,1,4,1,3,0,3,2,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,697
2,1,1,1,4,3,3,4,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,698
1,1,5,2,4,3,4,1,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,699
1,2,1,1,2,0,3,2,2,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,700
1,1,4,2,3,1,1,2,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,701
1,1,5,2,3,1,1,2,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,702
1,2,5,2,4,2,3,1,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,703
1,2,4,2,4,2,4,1,2,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,704
2,1,6,2,3,1,3,5,0,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,705
1,2,4,2,4,3,3,1,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,706
2,1,6,2,4,2,3,5,0,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,707
2,2,6,2,3,1,3,5,0,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,708
1,1,2,1,3,0,3,2,0,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,709
1,2,2,1,2,0,2,2,1,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,710
1,1,2,1,4,1,1,1,0,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,711
1,2,5,1,2,0,1,1,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,712
3,2,5,1,2,0,3,4,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,713
3,2,5,1,2,0,3,4,1,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,714
3,2,2,2,3,1,3,1,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,715
2,1,6,3,2,0,3,5,1,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,716
1,1,4,1,3,1,1,2,0,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,717
4,1,5,1,4,2,6,3,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,718
1,1,2,2,2,0,3,3,4,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,719
1,1,2,2,2,0,3,3,4,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,720
1,2,2,1,4,2,3,2,0,4,1,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,721
1,1,5,2,4,2,3,1,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,722
4,2,3,3,3,1,3,2,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,723
1,2,3,2,2,0,3,2,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,724
4,2,3,3,3,1,3,2,2,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,725
1,1,4,3,4,3,1,1,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,726
2,2,5,1,4,2,1,5,1,4,4,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,4,727
2,2,5,1,4,2,1,3,1,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,728
3,1,4,2,4,2,6,3,2,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,729
1,1,4,2,1,0,3,1,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,730
3,1,5,2,4,0,2,5,3,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,731
1,2,5,2,1,1,4,1,1,4,5,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,5,732
3,1,6,1,2,0,3,5,1,4,2,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,733
2,2,1,1,4,2,3,6,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,734
1,2,4,2,1,0,4,2,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,735
1,2,3,2,3,1,4,2,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,736
1,2,4,2,1,0,3,3,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,737
1,2,5,2,4,2,3,2,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,738
1,2,2,1,4,0,4,2,1,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,1,739
1,2,1,1,1,0,3,6,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,2,740
2,2,4,2,4,2,4,5,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,741
3,2,6,2,3,1,1,5,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,742
1,2,3,2,1,0,3,2,0,4,3,30,5,10,25,10,0,30,0.3,15,25,12,0,30,5,10,3,743
