COUNT;DATE;MONTH;YEAR;TIME;O(t);V(t);V(t-1)
6379;25;5;2000;3:27:00PM;32.29;63;76
6380;25;5;2000;3:28:30PM;12.21;47;63
6381;25;5;2000;3:30:00PM;14.96;59;47
6382;25;5;2000;3:31:30PM;38.59;61;59
6383;25;5;2000;3:33:00PM;24.41;50;61
6384;25;5;2000;3:34:30PM;20.87;58;50
6385;25;5;2000;3:36:00PM;17.32;68;58
6386;25;5;2000;3:37:30PM;13.78;51;68
6387;25;5;2000;3:39:00PM;11.02;54;51
6388;25;5;2000;3:40:30PM;15.75;63;54
6389;25;5;2000;3:42:00PM;24.02;64;63
6390;25;5;2000;3:43:30PM;26.77;68;64
6391;25;5;2000;3:45:00PM;22.05;69;68
6392;25;5;2000;3:46:30PM;17.32;73;69
6393;25;5;2000;3:48:00PM;25.99;73;73
6394;25;5;2000;3:49:30PM;16.14;54;73
6395;25;5;2000;3:51:00PM;10.24;43;54
6396;25;5;2000;3:52:30PM;17.72;62;43
6397;25;5;2000;3:54:00PM;36.22;66;62
6398;25;5;2000;3:55:30PM;20.87;66;66
6399;25;5;2000;3:57:00PM;21.66;66;66
6400;25;5;2000;3:58:30PM;31.5;75;66
6401;25;5;2000;4:00:00PM;18.51;68;75
6402;25;5;2000;4:01:30PM;14.96;63;68
6403;25;5;2000;4:03:00PM;17.72;65;63
6404;25;5;2000;4:04:30PM;25.2;70;65
6405;25;5;2000;4:06:00PM;33.07;86;70
6406;25;5;2000;4:07:30PM;20.87;68;86
6407;25;5;2000;4:09:00PM;13.39;48;68
6408;25;5;2000;4:10:30PM;17.72;63;48
6409;25;5;2000;4:12:00PM;10.24;49;63
6410;25;5;2000;4:13:30PM;25.99;64;49
6411;25;5;2000;4:15:00PM;37.4;74;64
6412;25;5;2000;4:16:30PM;24.81;63;74
6413;25;5;2000;4:18:00PM;24.81;65;63
6414;25;5;2000;4:19:30PM;14.17;62;65
6415;25;5;2000;4:21:00PM;12.6;59;62
6416;25;5;2000;4:22:30PM;24.02;73;59
6417;25;5;2000;4:24:00PM;29.53;69;73
6418;25;5;2000;4:25:30PM;36.22;70;69
6419;25;5;2000;4:27:00PM;16.93;77;70
6420;25;5;2000;4:28:30PM;12.99;61;77
6421;25;5;2000;4:30:00PM;17.32;60;61
6422;25;5;2000;4:31:30PM;16.14;59;60
6423;25;5;2000;4:33:00PM;24.02;74;59
6424;25;5;2000;4:34:30PM;14.17;60;74
6425;25;5;2000;4:36:00PM;18.51;74;60
6426;25;5;2000;4:37:30PM;17.32;65;74
6427;25;5;2000;4:39:00PM;22.05;63;65
6428;25;5;2000;4:40:30PM;13.78;49;63
6429;25;5;2000;4:42:00PM;24.81;74;49
6430;25;5;2000;4:43:30PM;34.25;72;74
6431;25;5;2000;4:45:00PM;18.9;70;72
6432;25;5;2000;4:46:30PM;22.05;63;70
6433;25;5;2000;4:48:00PM;14.17;57;63
6434;25;5;2000;4:49:30PM;36.62;55;57
6435;25;5;2000;4:51:00PM;40.55;77;55
6436;25;5;2000;4:52:30PM;20.87;69;77
6437;25;5;2000;4:54:00PM;11.02;52;69
6438;25;5;2000;4:55:30PM;15.36;59;52
6439;25;5;2000;4:57:00PM;14.57;67;59
6440;25;5;2000;4:58:30PM;33.07;70;67
6441;25;5;2000;5:00:00PM;31.89;78;70
6442;25;5;2000;5:01:30PM;31.5;67;78
6443;25;5;2000;5:03:00PM;22.44;75;67
6444;25;5;2000;5:04:30PM;30.32;67;75
6445;25;5;2000;5:06:00PM;18.51;63;67
6446;25;5;2000;5:07:30PM;20.08;56;63
6447;25;5;2000;5:09:00PM;14.17;53;56
6448;25;5;2000;5:10:30PM;23.23;62;53
6449;25;5;2000;5:12:00PM;16.93;74;62
6450;25;5;2000;5:13:30PM;26.77;84;74
6451;25;5;2000;5:15:00PM;35.83;65;84
6452;25;5;2000;5:16:30PM;18.11;67;65
6453;25;5;2000;5:18:00PM;22.84;79;67
6454;25;5;2000;5:19:30PM;19.29;65;79
6455;25;5;2000;5:21:00PM;18.11;77;65
6456;25;5;2000;5:22:30PM;20.87;79;77
6457;25;5;2000;5:24:00PM;22.44;73;79
6458;25;5;2000;5:25:30PM;28.74;62;73
6459;25;5;2000;5:27:00PM;35.83;87;62
6460;25;5;2000;5:28:30PM;25.2;69;87
6461;25;5;2000;5:30:00PM;12.6;45;69
6462;25;5;2000;5:31:30PM;14.57;64;45
6463;25;5;2000;5:33:00PM;20.47;76;64
6464;25;5;2000;5:34:30PM;31.1;67;76
6465;25;5;2000;5:36:00PM;33.86;74;67
6466;25;5;2000;5:37:30PM;17.32;64;74
6467;25;5;2000;5:39:00PM;31.1;85;64
6468;25;5;2000;5:40:30PM;34.25;84;85
6469;25;5;2000;5:42:00PM;24.41;84;84
6470;25;5;2000;5:43:30PM;25.2;87;84
6471;25;5;2000;5:45:00PM;37.4;77;87
6472;25;5;2000;5:46:30PM;18.51;71;77
6473;25;5;2000;5:48:00PM;18.11;61;71
6474;25;5;2000;5:49:30PM;27.95;70;61
6475;25;5;2000;5:51:00PM;20.47;73;70
6476;25;5;2000;5:52:30PM;33.07;77;73
6477;25;5;2000;5:54:00PM;13.39;51;77
6478;25;5;2000;5:55:30PM;17.72;71;51
6479;25;5;2000;5:57:00PM;20.47;70;71
6480;25;5;2000;5:58:30PM;16.54;65;70
6481;25;5;2000;6:00:00PM;19.29;75;65
6482;25;5;2000;6:01:30PM;15.36;66;75
6483;25;5;2000;6:03:00PM;25.2;86;66
6484;25;5;2000;6:04:30PM;40.95;61;86
6485;25;5;2000;6:06:00PM;32.29;66;61
6486;25;5;2000;6:07:30PM;59.06;65;66
6487;25;5;2000;6:09:00PM;21.26;67;65
6488;25;5;2000;6:10:30PM;23.62;79;67
6489;25;5;2000;6:12:00PM;19.29;76;79
6490;25;5;2000;6:13:30PM;18.9;77;76
6491;25;5;2000;6:15:00PM;20.47;67;77
6492;25;5;2000;6:16:30PM;19.69;64;67
6493;25;5;2000;6:18:00PM;14.57;52;64
6494;25;5;2000;6:19:30PM;29.14;59;52
6495;25;5;2000;6:21:00PM;22.05;77;59
6496;25;5;2000;6:22:30PM;56.7;62;77
6497;25;5;2000;6:24:00PM;58.67;56;62
6498;25;5;2000;6:25:30PM;26.77;64;56
6499;25;5;2000;6:27:00PM;33.86;73;64
6500;25;5;2000;6:28:30PM;25.99;65;73
6501;25;5;2000;6:30:00PM;31.89;76;65
6502;25;5;2000;6:31:30PM;19.29;72;76
6503;25;5;2000;6:33:00PM;17.32;64;72
6504;25;5;2000;6:34:30PM;21.66;67;64
6505;25;5;2000;6:36:00PM;25.99;72;67
6506;25;5;2000;6:37:30PM;20.87;72;72
6507;25;5;2000;6:39:00PM;15.75;63;72
6508;25;5;2000;6:40:30PM;13.39;62;63
6509;25;5;2000;6:42:00PM;17.72;63;62
6510;25;5;2000;6:43:30PM;34.25;68;63
6511;25;5;2000;6:45:00PM;25.99;75;68
6512;25;5;2000;6:46:30PM;20.87;70;75
6513;25;5;2000;6:48:00PM;18.51;68;70
6514;25;5;2000;6:49:30PM;24.02;73;68
6515;25;5;2000;6:51:00PM;34.25;84;73
6516;25;5;2000;6:52:30PM;35.44;86;84
6517;25;5;2000;6:54:00PM;19.69;63;86
6518;25;5;2000;6:55:30PM;27.56;54;63
6519;25;5;2000;6:57:00PM;22.05;64;54
6520;25;5;2000;6:58:30PM;25.59;79;64
6521;25;5;2000;7:00:00PM;33.07;84;79
6522;25;5;2000;7:01:30PM;16.54;63;84
6523;25;5;2000;7:03:00PM;20.47;80;63
6524;25;5;2000;7:04:30PM;22.44;78;80
6525;25;5;2000;7:06:00PM;16.93;72;78
6526;25;5;2000;7:07:30PM;38.59;66;72
6527;25;5;2000;7:09:00PM;25.99;71;66
6528;25;5;2000;7:10:30PM;31.1;82;71
6529;25;5;2000;7:12:00PM;26.38;62;82
6530;25;5;2000;7:13:30PM;22.05;70;62
6531;25;5;2000;7:15:00PM;32.68;77;70
6532;25;5;2000;7:16:30PM;17.32;69;77
6533;25;5;2000;7:18:00PM;18.11;68;69
6534;25;5;2000;7:19:30PM;22.05;62;68
6535;25;5;2000;7:21:00PM;12.99;61;62
6536;25;5;2000;7:22:30PM;19.69;58;61
6537;25;5;2000;7:24:00PM;33.86;62;58
6538;25;5;2000;7:25:30PM;25.99;87;62
6539;25;5;2000;7:27:00PM;19.29;59;87
6540;25;5;2000;7:28:30PM;22.05;78;59
6541;25;5;2000;7:30:00PM;18.9;77;78
6542;25;5;2000;7:31:30PM;24.41;67;77
6543;25;5;2000;7:33:00PM;24.81;66;67
6544;25;5;2000;7:34:30PM;22.05;75;66
6545;25;5;2000;7:36:00PM;26.38;69;75
6546;25;5;2000;7:37:30PM;24.41;62;69
6547;25;5;2000;7:39:00PM;24.81;77;62
6548;25;5;2000;7:40:30PM;18.9;73;77
6549;25;5;2000;7:42:00PM;15.75;64;73
6550;25;5;2000;7:43:30PM;22.05;59;64
6551;25;5;2000;7:45:00PM;22.84;59;59
6552;25;5;2000;7:46:30PM;25.2;62;59
6553;25;5;2000;7:48:00PM;22.05;66;62
6554;25;5;2000;7:49:30PM;19.69;73;66
6555;25;5;2000;7:51:00PM;16.54;61;73
6556;25;5;2000;7:52:30PM;27.95;56;61
6557;25;5;2000;7:54:00PM;22.84;76;56
6558;25;5;2000;7:55:30PM;22.84;77;76
6559;25;5;2000;7:57:00PM;19.69;71;77
6560;25;5;2000;7:58:30PM;23.62;79;71
6561;25;5;2000;8:00:00PM;20.08;67;79
6562;25;5;2000;8:01:30PM;19.69;75;67
6563;25;5;2000;8:03:00PM;28.35;79;75
6564;25;5;2000;8:04:30PM;22.84;76;79
6565;25;5;2000;8:06:00PM;33.86;73;76
6566;25;5;2000;8:07:30PM;20.47;75;73
6567;25;5;2000;8:09:00PM;25.2;71;75
6568;25;5;2000;8:10:30PM;18.9;65;71
6569;25;5;2000;8:12:00PM;20.47;68;65
6570;25;5;2000;8:13:30PM;25.99;79;68
6571;25;5;2000;8:15:00PM;19.29;72;79
6572;25;5;2000;8:16:30PM;28.35;69;72
6573;25;5;2000;8:18:00PM;26.38;86;69
6574;25;5;2000;8:19:30PM;33.07;74;86
6575;25;5;2000;8:21:00PM;27.95;81;74
6576;25;5;2000;8:22:30PM;22.44;69;81
6577;25;5;2000;8:24:00PM;23.62;76;69
6578;25;5;2000;8:25:30PM;24.41;53;76
6579;25;5;2000;8:27:00PM;77.96;55;53
6580;25;5;2000;8:28:30PM;63;65;55
6581;25;5;2000;8:30:00PM;44.1;77;65
6582;25;5;2000;8:31:30PM;65.36;79;77
6583;25;5;2000;8:33:00PM;52.37;77;79
6584;25;5;2000;8:34:30PM;39.37;74;77
6585;25;5;2000;8:36:00PM;28.74;83;74
6586;25;5;2000;8:37:30PM;22.84;74;83
6587;25;5;2000;8:39:00PM;18.11;71;74
6588;25;5;2000;8:40:30PM;20.08;70;71
6589;25;5;2000;8:42:00PM;32.29;70;70
6590;25;5;2000;8:43:30PM;22.05;81;70
6591;25;5;2000;8:45:00PM;34.25;76;81
6592;25;5;2000;8:46:30PM;34.25;69;76
6593;25;5;2000;8:48:00PM;24.02;78;69
6594;25;5;2000;8:49:30PM;26.77;69;78
6595;25;5;2000;8:51:00PM;29.53;64;69
6596;25;5;2000;8:52:30PM;22.44;76;64
6597;25;5;2000;8:54:00PM;21.26;70;76
6598;25;5;2000;8:55:30PM;16.14;60;70
6599;25;5;2000;8:57:00PM;19.69;70;60
6600;25;5;2000;8:58:30PM;16.54;67;70
6601;25;5;2000;9:00:00PM;12.6;52;67
6602;25;5;2000;9:01:30PM;19.69;75;52
6603;25;5;2000;9:03:00PM;21.66;74;75
6604;25;5;2000;9:04:30PM;31.1;57;74
6605;25;5;2000;9:06:00PM;33.47;84;57
6606;25;5;2000;9:07:30PM;32.29;72;84
6607;25;5;2000;9:09:00PM;26.77;67;72
6608;25;5;2000;9:10:30PM;19.29;73;67
6609;25;5;2000;9:12:00PM;17.32;63;73
6610;25;5;2000;9:13:30PM;17.32;57;63
6611;25;5;2000;9:15:00PM;14.96;52;57
6612;25;5;2000;9:16:30PM;28.74;74;52
6613;25;5;2000;9:18:00PM;23.62;81;74
6614;25;5;2000;9:19:30PM;21.26;71;81
6615;25;5;2000;9:21:00PM;16.14;63;71
6616;25;5;2000;9:22:30PM;25.2;79;63
6617;25;5;2000;9:24:00PM;24.81;73;79
6618;25;5;2000;9:25:30PM;20.08;63;73
6619;25;5;2000;9:27:00PM;15.75;67;63
6620;25;5;2000;9:28:30PM;16.93;66;67
6621;25;5;2000;9:30:00PM;22.84;67;66
6622;25;5;2000;9:31:30PM;24.81;52;67
6623;25;5;2000;9:33:00PM;14.57;67;52
6624;25;5;2000;9:34:30PM;22.84;70;67
6625;25;5;2000;9:36:00PM;16.14;71;70
6626;25;5;2000;9:37:30PM;22.84;62;71
6627;25;5;2000;9:39:00PM;17.72;71;62
6628;25;5;2000;9:40:30PM;20.08;75;71
6629;25;5;2000;9:42:00PM;39.37;80;75
6630;25;5;2000;9:43:30PM;20.08;71;80
6631;25;5;2000;9:45:00PM;20.47;66;71
6632;25;5;2000;9:46:30PM;17.72;70;66
6633;25;5;2000;9:48:00PM;16.93;53;70
6634;25;5;2000;9:49:30PM;28.35;83;53
6635;25;5;2000;9:51:00PM;20.47;76;83
6636;25;5;2000;9:52:30PM;33.07;73;76
6637;25;5;2000;9:54:00PM;21.66;58;73
6638;25;5;2000;9:55:30PM;14.96;67;58
6639;25;5;2000;9:57:00PM;18.11;68;67
6640;25;5;2000;9:58:30PM;18.9;57;68
6641;25;5;2000;10:00:00PM;16.93;71;57
6642;25;5;2000;10:01:30PM;13.78;65;71
6643;25;5;2000;10:03:00PM;13.78;58;65
6644;25;5;2000;10:04:30PM;12.21;61;58
6645;25;5;2000;10:06:00PM;16.93;69;61
6646;25;5;2000;10:07:30PM;22.44;72;69
6647;25;5;2000;10:09:00PM;18.9;65;72
6648;25;5;2000;10:10:30PM;15.36;60;65
6649;25;5;2000;10:12:00PM;17.72;60;60
6650;25;5;2000;10:13:30PM;24.02;71;60
6651;25;5;2000;10:15:00PM;59.85;57;71
6652;25;5;2000;10:16:30PM;60.24;52;57
6653;25;5;2000;10:18:00PM;62.21;62;52
6654;25;5;2000;10:19:30PM;60.24;55;62
6655;25;5;2000;10:21:00PM;56.7;54;55
6656;25;5;2000;10:22:30PM;61.03;59;54
6657;25;5;2000;10:24:00PM;34.25;54;59
6658;25;5;2000;10:25:30PM;14.96;55;54
6659;25;5;2000;10:27:00PM;17.32;70;55
6660;25;5;2000;10:28:30PM;14.96;62;70
6661;25;5;2000;10:30:00PM;24.41;73;62
6662;25;5;2000;10:31:30PM;14.57;58;73
6663;25;5;2000;10:33:00PM;14.57;66;58
6664;25;5;2000;10:34:30PM;16.93;69;66
6665;25;5;2000;10:36:00PM;17.32;72;69
6666;25;5;2000;10:37:30PM;16.54;64;72
6667;25;5;2000;10:39:00PM;25.2;58;64
6668;25;5;2000;10:40:30PM;13.39;57;58
6669;25;5;2000;10:42:00PM;14.96;64;57
6670;25;5;2000;10:43:30PM;11.81;55;64
6671;25;5;2000;10:45:00PM;12.21;57;55
6672;25;5;2000;10:46:30PM;19.69;58;57
6673;25;5;2000;10:48:00PM;15.75;71;58
6674;25;5;2000;10:49:30PM;20.47;74;71
6675;25;5;2000;10:51:00PM;20.08;53;74
6676;25;5;2000;10:52:30PM;10.63;52;53
6677;25;5;2000;10:54:00PM;13.39;59;52
6678;25;5;2000;10:55:30PM;22.05;73;59
6679;25;5;2000;10:57:00PM;18.11;62;73
6680;25;5;2000;10:58:30PM;16.93;59;62
6681;25;5;2000;11:00:00PM;22.44;70;59
6682;25;5;2000;11:01:30PM;21.66;64;70
6683;25;5;2000;11:03:00PM;21.26;78;64
6684;25;5;2000;11:04:30PM;17.72;50;78
6685;25;5;2000;11:06:00PM;16.14;63;50
6686;25;5;2000;11:07:30PM;18.11;45;63
6687;25;5;2000;11:09:00PM;14.57;60;45
6688;25;5;2000;11:10:30PM;10.24;52;60
6689;25;5;2000;11:12:00PM;9.84;48;52
6690;25;5;2000;11:13:30PM;16.93;62;48
6691;25;5;2000;11:15:00PM;9.06;46;62
6692;25;5;2000;11:16:30PM;12.99;62;46
6693;25;5;2000;11:18:00PM;16.93;68;62
6694;25;5;2000;11:19:30PM;10.24;49;68
6695;25;5;2000;11:21:00PM;6.69;34;49
6696;25;5;2000;11:22:30PM;7.09;37;34
6697;25;5;2000;11:24:00PM;27.56;70;37
6698;25;5;2000;11:25:30PM;21.26;61;70
6699;25;5;2000;11:27:00PM;13.78;62;61
6700;25;5;2000;11:28:30PM;16.54;67;62
6701;25;5;2000;11:30:00PM;12.21;55;67
6702;25;5;2000;11:31:30PM;17.32;66;55
6703;25;5;2000;11:33:00PM;14.57;63;66
6704;25;5;2000;11:34:30PM;17.72;67;63
6705;25;5;2000;11:36:00PM;14.96;58;67
6706;25;5;2000;11:37:30PM;11.42;48;58
6707;25;5;2000;11:39:00PM;12.99;49;48
6708;25;5;2000;11:40:30PM;12.99;55;49
6709;25;5;2000;11:42:00PM;14.17;59;55
6710;25;5;2000;11:43:30PM;11.81;55;59
6711;25;5;2000;11:45:00PM;11.02;48;55
6712;25;5;2000;11:46:30PM;12.99;59;48
6713;25;5;2000;11:48:00PM;11.42;52;59
6714;25;5;2000;11:49:30PM;14.17;66;52
6715;25;5;2000;11:51:00PM;8.66;48;66
6716;25;5;2000;11:52:30PM;8.27;44;48
6717;25;5;2000;11:54:00PM;16.93;64;44
6718;25;5;2000;11:55:30PM;20.87;72;64
6719;25;5;2000;11:57:00PM;11.42;53;72
6720;25;5;2000;11:58:30PM;14.17;63;53
6721;26;5;2000;12:00:00AM;22.05;61;63
6722;26;5;2000;12:01:30AM;12.6;58;61
6723;26;5;2000;12:03:00AM;12.21;57;58
6724;26;5;2000;12:04:30AM;58.67;52;57
6725;26;5;2000;12:06:00AM;11.02;54;52
6726;26;5;2000;12:07:30AM;12.21;47;54
6727;26;5;2000;12:09:00AM;16.54;69;47
6728;26;5;2000;12:10:30AM;14.17;64;69
6729;26;5;2000;12:12:00AM;11.81;56;64
6730;26;5;2000;12:13:30AM;12.21;57;56
6731;26;5;2000;12:15:00AM;9.84;47;57
6732;26;5;2000;12:16:30AM;10.24;38;47
6733;26;5;2000;12:18:00AM;10.24;52;38
6734;26;5;2000;12:19:30AM;12.6;62;52
6735;26;5;2000;12:21:00AM;12.99;52;62
6736;26;5;2000;12:22:30AM;11.02;50;52
6737;26;5;2000;12:24:00AM;14.17;63;50
6738;26;5;2000;12:25:30AM;10.63;56;63
6739;26;5;2000;12:27:00AM;8.66;45;56
6740;26;5;2000;12:28:30AM;10.24;52;45
6741;26;5;2000;12:30:00AM;18.11;61;52
6742;26;5;2000;12:31:30AM;11.42;59;61
6743;26;5;2000;12:33:00AM;10.63;53;59
6744;26;5;2000;12:34:30AM;9.84;51;53
6745;26;5;2000;12:36:00AM;9.45;45;51
6746;26;5;2000;12:37:30AM;11.02;56;45
6747;26;5;2000;12:39:00AM;13.78;65;56
6748;26;5;2000;12:40:30AM;11.42;57;65
6749;26;5;2000;12:42:00AM;11.02;51;57
6750;26;5;2000;12:43:30AM;14.96;65;51
6751;26;5;2000;12:45:00AM;9.45;49;65
6752;26;5;2000;12:46:30AM;13.39;58;49
6753;26;5;2000;12:48:00AM;10.63;54;58
6754;26;5;2000;12:49:30AM;10.63;53;54
6755;26;5;2000;12:51:00AM;13.39;66;53
6756;26;5;2000;12:52:30AM;11.42;56;66
6757;26;5;2000;12:54:00AM;10.24;46;56
6758;26;5;2000;12:55:30AM;9.84;50;46
6759;26;5;2000;12:57:00AM;15.36;64;50
6760;26;5;2000;12:58:30AM;12.6;61;64
6761;26;5;2000;1:00:00AM;14.57;60;61
6762;26;5;2000;1:01:30AM;13.39;63;60
6763;26;5;2000;1:03:00AM;10.24;54;63
6764;26;5;2000;1:04:30AM;10.63;54;54
6765;26;5;2000;1:06:00AM;7.48;39;54
6766;26;5;2000;1:07:30AM;7.87;45;39
6767;26;5;2000;1:09:00AM;9.84;48;45
6768;26;5;2000;1:10:30AM;9.45;48;48
6769;26;5;2000;1:12:00AM;7.48;41;48
6770;26;5;2000;1:13:30AM;7.09;42;41
6771;26;5;2000;1:15:00AM;6.69;41;42
6772;26;5;2000;1:16:30AM;9.06;51;41
6773;26;5;2000;1:18:00AM;11.42;59;51
6774;26;5;2000;1:19:30AM;11.42;56;59
6775;26;5;2000;1:21:00AM;11.81;46;56
6776;26;5;2000;1:22:30AM;10.63;51;46
6777;26;5;2000;1:24:00AM;8.66;45;51
6778;26;5;2000;1:25:30AM;7.09;35;45
6779;26;5;2000;1:27:00AM;5.91;36;35
6780;26;5;2000;1:28:30AM;8.66;45;36
6781;26;5;2000;1:30:00AM;9.84;54;45
6782;26;5;2000;1:31:30AM;8.66;48;54
6783;26;5;2000;1:33:00AM;5.12;29;48
6784;26;5;2000;1:34:30AM;9.06;53;29
6785;26;5;2000;1:36:00AM;9.84;50;53
6786;26;5;2000;1:37:30AM;8.66;49;50
6787;26;5;2000;1:39:00AM;7.09;39;49
6788;26;5;2000;1:40:30AM;7.09;40;39
6789;26;5;2000;1:42:00AM;6.69;37;40
6790;26;5;2000;1:43:30AM;8.27;34;37
6791;26;5;2000;1:45:00AM;5.51;32;34
6792;26;5;2000;1:46:30AM;9.06;45;32
6793;26;5;2000;1:48:00AM;7.48;39;45
6794;26;5;2000;1:49:30AM;11.81;54;39
6795;26;5;2000;1:51:00AM;9.84;49;54
6796;26;5;2000;1:52:30AM;5.51;27;49
6797;26;5;2000;1:54:00AM;8.66;46;27
6798;26;5;2000;1:55:30AM;5.51;32;46
6799;26;5;2000;1:57:00AM;9.06;42;32
6800;26;5;2000;1:58:30AM;6.69;31;42
6801;26;5;2000;2:00:00AM;5.51;34;31
6802;26;5;2000;2:01:30AM;5.91;31;34
6803;26;5;2000;2:03:00AM;4.72;24;31
6804;26;5;2000;2:04:30AM;6.69;40;24
6805;26;5;2000;2:06:00AM;7.09;39;40
6806;26;5;2000;2:07:30AM;7.09;39;39
6807;26;5;2000;2:09:00AM;3.54;23;39
6808;26;5;2000;2:10:30AM;4.72;29;23
6809;26;5;2000;2:12:00AM;8.27;44;29
6810;26;5;2000;2:13:30AM;5.91;32;44
6811;26;5;2000;2:15:00AM;6.69;34;32
6812;26;5;2000;2:16:30AM;2.76;17;34
6813;26;5;2000;2:18:00AM;4.72;31;17
6814;26;5;2000;2:19:30AM;4.33;25;31
6815;26;5;2000;2:21:00AM;6.3;29;25
6816;26;5;2000;2:22:30AM;5.12;27;29
6817;26;5;2000;2:24:00AM;7.09;39;27
6818;26;5;2000;2:25:30AM;5.12;28;39
6819;26;5;2000;2:27:00AM;9.45;50;28
6820;26;5;2000;2:28:30AM;5.91;31;50
6821;26;5;2000;2:30:00AM;4.72;28;31
6822;26;5;2000;2:31:30AM;3.54;21;28
6823;26;5;2000;2:33:00AM;6.3;34;21
6824;26;5;2000;2:34:30AM;5.91;37;34
6825;26;5;2000;2:36:00AM;4.33;27;37
6826;26;5;2000;2:37:30AM;5.51;30;27
6827;26;5;2000;2:39:00AM;5.51;35;30
6828;26;5;2000;2:40:30AM;2.36;15;35
6829;26;5;2000;2:42:00AM;6.69;34;15
6830;26;5;2000;2:43:30AM;2.36;16;34
6831;26;5;2000;2:45:00AM;2.36;16;16
6832;26;5;2000;2:46:30AM;5.91;29;16
6833;26;5;2000;2:48:00AM;5.91;34;29
6834;26;5;2000;2:49:30AM;3.54;21;34
6835;26;5;2000;2:51:00AM;4.72;30;21
6836;26;5;2000;2:52:30AM;4.72;28;30
6837;26;5;2000;2:54:00AM;5.12;33;28
6838;26;5;2000;2:55:30AM;3.15;22;33
6839;26;5;2000;2:57:00AM;3.54;24;22
6840;26;5;2000;2:58:30AM;3.94;24;24
6841;26;5;2000;3:00:00AM;5.12;32;24
6842;26;5;2000;3:01:30AM;3.54;21;32
6843;26;5;2000;3:03:00AM;3.54;23;21
6844;26;5;2000;3:04:30AM;4.33;27;23
6845;26;5;2000;3:06:00AM;4.72;27;27
6846;26;5;2000;3:07:30AM;4.72;28;27
6847;26;5;2000;3:09:00AM;2.76;18;28
6848;26;5;2000;3:10:30AM;3.54;22;18
6849;26;5;2000;3:12:00AM;3.94;28;22
6850;26;5;2000;3:13:30AM;3.94;27;28
6851;26;5;2000;3:15:00AM;1.97;15;27
6852;26;5;2000;3:16:30AM;1.97;13;15
6853;26;5;2000;3:18:00AM;3.94;25;13
6854;26;5;2000;3:19:30AM;3.54;20;25
6855;26;5;2000;3:21:00AM;4.33;26;20
6856;26;5;2000;3:22:30AM;3.54;23;26
6857;26;5;2000;3:24:00AM;4.33;28;23
6858;26;5;2000;3:25:30AM;3.54;23;28
6859;26;5;2000;3:27:00AM;4.33;25;23
6860;26;5;2000;3:28:30AM;3.94;27;25
6861;26;5;2000;3:30:00AM;3.54;23;27
6862;26;5;2000;3:31:30AM;4.72;29;23
6863;26;5;2000;3:33:00AM;4.71;26;29
6864;26;5;2000;3:34:30AM;4.72;23;26
6865;26;5;2000;3:36:00AM;3.54;21;23
6866;26;5;2000;3:37:30AM;3.94;24;21
6867;26;5;2000;3:39:00AM;2.76;17;24
6868;26;5;2000;3:40:30AM;3.94;26;17
6869;26;5;2000;3:42:00AM;4.33;27;26
6870;26;5;2000;3:43:30AM;5.91;33;27
6871;26;5;2000;3:45:00AM;4.33;27;33
6872;26;5;2000;3:46:30AM;3.54;20;27
6873;26;5;2000;3:48:00AM;1.97;14;20
6874;26;5;2000;3:49:30AM;5.91;36;14
6875;26;5;2000;3:51:00AM;3.54;26;36
6876;26;5;2000;3:52:30AM;2.36;17;26
6877;26;5;2000;3:54:00AM;4.72;22;17
6878;26;5;2000;3:55:30AM;3.94;21;22
6879;26;5;2000;3:57:00AM;2.76;20;21
6880;26;5;2000;3:58:30AM;3.15;23;20
6881;26;5;2000;4:00:00AM;2.76;15;23
6882;26;5;2000;4:01:30AM;2.76;19;15
6883;26;5;2000;4:03:00AM;3.15;23;19
6884;26;5;2000;4:04:30AM;5.12;26;23
6885;26;5;2000;4:06:00AM;2.36;17;26
6886;26;5;2000;4:07:30AM;1.57;10;17
6887;26;5;2000;4:09:00AM;2.76;16;10
6888;26;5;2000;4:10:30AM;3.94;22;16
6889;26;5;2000;4:12:00AM;1.57;14;22
6890;26;5;2000;4:13:30AM;3.94;20;14
6891;26;5;2000;4:15:00AM;1.97;14;20
6892;26;5;2000;4:16:30AM;3.94;19;14
6893;26;5;2000;4:18:00AM;2.36;16;19
6894;26;5;2000;4:19:30AM;2.76;18;16
6895;26;5;2000;4:21:00AM;1.18;10;18
6896;26;5;2000;4:22:30AM;3.15;21;10
6897;26;5;2000;4:24:00AM;3.94;22;21
6898;26;5;2000;4:25:30AM;5.51;30;22
6899;26;5;2000;4:27:00AM;2.76;19;30
6900;26;5;2000;4:28:30AM;3.54;23;19
6901;26;5;2000;4:30:00AM;2.76;19;23
6902;26;5;2000;4:31:30AM;2.76;16;19
6903;26;5;2000;4:33:00AM;3.94;21;16
6904;26;5;2000;4:34:30AM;3.94;19;21
6905;26;5;2000;4:36:00AM;3.15;21;19
6906;26;5;2000;4:37:30AM;3.15;20;21
6907;26;5;2000;4:39:00AM;3.15;20;20
6908;26;5;2000;4:40:30AM;4.33;28;20
6909;26;5;2000;4:42:00AM;5.51;30;28
6910;26;5;2000;4:43:30AM;2.76;19;30
6911;26;5;2000;4:45:00AM;3.94;26;19
6912;26;5;2000;4:46:30AM;3.54;25;26
6913;26;5;2000;4:48:00AM;4.33;16;25
6914;26;5;2000;4:49:30AM;3.54;17;16
6915;26;5;2000;4:51:00AM;2.76;16;17
